text,label,author_name,colluqial_transformed_text,cleaned_text,translated_text,corrected_text,tokenized_text,filtered_tokens,filtered_text,stemmed_text
tapi mestinya kepentingan bangsa dan negara  yg paling utama,0,@paksubardi3684,tapi mestinya kepentingan bangsa dan negara yang paling utama,tapi mestinya kepentingan bangsa dan negara yang paling utama,tapi seharusnya kepentingan bangsa dan negara yang paling utama,tapi seharusnya kepentingan bangsa dan negara yang paling utama,"['tapi', 'seharusnya', 'kepentingan', 'bangsa', 'dan', 'negara', 'yang', 'paling', 'utama']","['kepentingan', 'bangsa', 'negara', 'paling', 'utama']",kepentingan bangsa negara paling utama,penting bangsa negara paling utama
kapolri nya pecat dan mentri titipan jokowi semuanya pecat. biar aman dan fokus bekerja untuk kepentingan masyarakat kami sarankan buat prabowo. dan kalou udah ga mampu memimpin negara sebaiknya mundur saja ganti oleh pemenang pemilu ke 2 anis baswedan biar ada perubahan tarap hidupnya masyarakat dan keadilan hukum selama ini hukum tajam kebawah tumpul ke atas. inilah memilih pemimpin yang tolalit buah hasil pemilih orang2 yg dungu jogetin aja selama 5 th kedepan gempor2 rakyatnya rasain loe manusia 57% baru terasa sekarang 😭😭😭,1,@ediwahyudi5013,kapolri nya pecat dan mentri titipan jokowi semuanya pecat. biar aman dan fokus bekerja untuk kepentingan masyarakat kami sarankan buat prabowo. dan kalou sudah enggak mampu memimpin negara sebaiknya mundur saja ganti oleh pemenang pemilu ke 2 anis baswedan biar ada perubahan tarap hidupnya masyarakat dan keadilan hukum selama ini hukum tajam kebawah tumpul ke atas. inilah memilih pemimpin yang tolalit buah hasil pemilih orang-orang yang dungu berjoget saja selama 5 tahu kedepan gempor2 rakyatnya merasai lo manusia 57 % baru terasa sekarang 😭😭😭,kapolri nya pecat dan mentri titipan jokowi semuanya pecat biar aman dan fokus bekerja untuk kepentingan masyarakat kami sarankan buat prabowo dan kalou sudah enggak mampu memimpin negara sebaiknya mundur saja ganti oleh pemenang pemilu ke anis baswedan biar ada perubahan tarap hidupnya masyarakat dan keadilan hukum selama ini hukum tajam kebawah tumpul ke atas inilah memilih pemimpin yang tolalit buah hasil pemilih orang orang yang dungu berjoget saja selama tahu kedepan gempor rakyatnya merasai lo manusia baru terasa sekarang,kapolri nya pecat dan mentri titipan jokowi semuanya pecat biar aman dan fokus bekerja untuk kepentingan masyarakat kami sarankan buat prabowo dan kalou sudah enggak mampu memimpin negara sebaiknya mundur saja ganti oleh pemenang pemilu ke anis baswedan biar ada perubahan tarap hidupnya masyarakat dan keadilan hukum selama ini hukum tajam kebawah tumpul ke atas inilah memilih pemimpin yang tolalit buah hasil pemilih orang orang yang dungu berjoget saja selama tahu kedepan gempor rakyatnya merasai lo manusia baru terasa sekarang,kapolri nya pecat dan mentri titipan jokowi semuanya pecat biar aman dan fokus bekerja untuk kepentingan masyarakat kami sarankan buat prabowo dan kalou sudah enggak mampu memimpin negara sebaiknya mundur saja ganti oleh pemenang pemilu ke anis baswedan biar ada perubahan tarap hidupnya masyarakat dan keadilan hukum selama ini hukum tajam kebawah tumpul ke atas inilah memilih pemimpin yang tolalit buah hasil pemilih orang orang yang dungu berjoget saja selama tahu kedepan gempor rakyatnya merasai lo manusia baru terasa sekarang,"['kapolri', 'nya', 'pecat', 'dan', 'mentri', 'titipan', 'jokowi', 'semuanya', 'pecat', 'biar', 'aman', 'dan', 'fokus', 'bekerja', 'untuk', 'kepentingan', 'masyarakat', 'kami', 'sarankan', 'buat', 'prabowo', 'dan', 'kalou', 'sudah', 'enggak', 'mampu', 'memimpin', 'negara', 'sebaiknya', 'mundur', 'saja', 'ganti', 'oleh', 'pemenang', 'pemilu', 'ke', 'anis', 'baswedan', 'biar', 'ada', 'perubahan', 'tarap', 'hidupnya', 'masyarakat', 'dan', 'keadilan', 'hukum', 'selama', 'ini', 'hukum', 'tajam', 'kebawah', 'tumpul', 'ke', 'atas', 'inilah', 'memilih', 'pemimpin', 'yang', 'tolalit', 'buah', 'hasil', 'pemilih', 'orang', 'orang', 'yang', 'dungu', 'berjoget', 'saja', 'selama', 'tahu', 'kedepan', 'gempor', 'rakyatnya', 'merasai', 'lo', 'manusia', 'baru', 'terasa', 'sekarang']","['kapolri', 'nya', 'pecat', 'mentri', 'titipan', 'jokowi', 'semuanya', 'pecat', 'biar', 'aman', 'fokus', 'bekerja', 'kepentingan', 'masyarakat', 'sarankan', 'buat', 'prabowo', 'kalou', 'enggak', 'mampu', 'memimpin', 'negara', 'sebaiknya', 'mundur', 'ganti', 'pemenang', 'pemilu', 'anis', 'baswedan', 'biar', 'perubahan', 'tarap', 'hidupnya', 'masyarakat', 'keadilan', 'hukum', 'selama', 'hukum', 'tajam', 'kebawah', 'tumpul', 'atas', 'inilah', 'memilih', 'pemimpin', 'tolalit', 'buah', 'hasil', 'pemilih', 'orang', 'orang', 'dungu', 'berjoget', 'selama', 'tahu', 'kedepan', 'gempor', 'rakyatnya', 'merasai', 'lo', 'manusia', 'baru', 'terasa', 'sekarang']",kapolri nya pecat mentri titipan jokowi semuanya pecat biar aman fokus bekerja kepentingan masyarakat sarankan buat prabowo kalou enggak mampu memimpin negara sebaiknya mundur ganti pemenang pemilu anis baswedan biar perubahan tarap hidupnya masyarakat keadilan hukum selama hukum tajam kebawah tumpul atas inilah memilih pemimpin tolalit buah hasil pemilih orang orang dungu berjoget selama tahu kedepan gempor rakyatnya merasai lo manusia baru terasa sekarang,kapolri nya pecat tri titip jokowi semua pecat biar aman fokus kerja penting masyarakat saran buat prabowo kalou enggak mampu pimpin negara baik mundur ganti menang milu anis baswedan biar ubah tarap hidup masyarakat adil hukum lama hukum tajam bawah tumpul atas ini pilih pimpin tolalit buah hasil pilih orang orang dungu joget lama tahu depan gempor rakyat rasai lo manusia baru asa sekarang
"mereka geng2 itu jadi pejabat yg hanya mikirin kepentingan geng mereka sendiri, tidak mikirkan kesejahteraan rakyat.",1,@Ketapang-m9z,"mereka geng2 itu jadi pejabat yang hanya memikirkan kepentingan geng mereka sendiri, tidak mikirkan kesejahteraan rakyat.",mereka geng itu jadi pejabat yang hanya memikirkan kepentingan geng mereka sendiri tidak mikirkan kesejahteraan rakyat,mereka geng itu jadi pejabat yang hanya memikirkan kepentingan geng mereka sendiri tidak memikirkan kesejahteraan rakyat,mereka geng itu jadi pejabat yang hanya memikirkan kepentingan geng mereka sendiri tidak memikirkan kesejahteraan rakyat,"['mereka', 'geng', 'itu', 'jadi', 'pejabat', 'yang', 'hanya', 'memikirkan', 'kepentingan', 'geng', 'mereka', 'sendiri', 'tidak', 'memikirkan', 'kesejahteraan', 'rakyat']","['geng', 'jadi', 'pejabat', 'memikirkan', 'kepentingan', 'geng', 'sendiri', 'memikirkan', 'kesejahteraan', 'rakyat']",geng jadi pejabat memikirkan kepentingan geng sendiri memikirkan kesejahteraan rakyat,geng jadi jabat pikir penting geng sendiri pikir sejahtera rakyat
"pak prabowo ngga berani memecat kapolri karena sudah ada perjanjian sama mulyono bahwa dia hanya akan menjabat selama 2 tahun , makanya kapolri ini yang di beri mandar sama mulyono untuk mengawal sampai 2 tahun masa pergantian ke fufufafa.",1,@yatiyati-zz7vg,"pak prabowo enggak berani memecat kapolri karena sudah ada perjanjian sama mulyono bahwa dia hanya akan menjabat selama 2 tahun , makanya kapolri ini yang di beri mandar sama mulyono untuk mengawal sampai 2 tahun masa pergantian ke fufufafa.",pak prabowo enggak berani memecat kapolri karena sudah ada perjanjian sama mulyono bahwa dia hanya akan menjabat selama tahun makanya kapolri ini yang di beri mandar sama mulyono untuk mengawal sampai tahun masa pergantian ke fufufafa,"Pak Prabowo tidak berani memecat Kapolri karena sudah ada perjanjian dengan Mulyono bahwa dia hanya akan menjabat selama satu tahun. Makanya, Kapolri ini yang diberikan mandat oleh Mulyono untuk mengawal sampai tahun masa pergantian ke fufufafa.","Pak Prabowo tidak berani memecat Kapolri karena sudah ada perjanjian dengan Mulyono bahwa dia hanya akan menjabat selama satu tahun. Makanya, Kapolri ini yang diberikan mandat oleh Mulyono untuk mengawal sampai tahun masa pergantian ke fufufafa.","['Pak', 'Prabowo', 'tidak', 'berani', 'memecat', 'Kapolri', 'karena', 'sudah', 'ada', 'perjanjian', 'dengan', 'Mulyono', 'bahwa', 'dia', 'hanya', 'akan', 'menjabat', 'selama', 'satu', 'tahun', '.', 'Makanya', ',', 'Kapolri', 'ini', 'yang', 'diberikan', 'mandat', 'oleh', 'Mulyono', 'untuk', 'mengawal', 'sampai', 'tahun', 'masa', 'pergantian', 'ke', 'fufufafa', '.']","['Pak', 'Prabowo', 'berani', 'memecat', 'Kapolri', 'perjanjian', 'Mulyono', 'menjabat', 'selama', 'satu', 'tahun', '.', 'Makanya', ',', 'Kapolri', 'diberikan', 'mandat', 'Mulyono', 'mengawal', 'tahun', 'masa', 'pergantian', 'fufufafa', '.']","Pak Prabowo berani memecat Kapolri perjanjian Mulyono menjabat selama satu tahun . Makanya , Kapolri diberikan mandat Mulyono mengawal tahun masa pergantian fufufafa .",pak prabowo berani pecat kapolri janji mulyono jabat lama satu tahun makanya kapolri beri mandat mulyono awal tahun masa ganti fufufafa
"salsa dan gerwani psi dalangnya, nyerang dpr karna agenda pemakzulan,,",1,@ArfaAja-v8i,"salsa dan gerwani psi dalangnya, menyerang dpr karena agenda pemakzulan,,",salsa dan gerwani psi dalangnya menyerang dpr karena agenda pemakzulan,salsa dan gerwani psi dalangnya menyerang dpr karena agenda pemakzulan,salsa dan gerwani psi dalangnya menyerang dpr karena agenda pemakzulan,"['salsa', 'dan', 'gerwani', 'psi', 'dalangnya', 'menyerang', 'dpr', 'karena', 'agenda', 'pemakzulan']","['salsa', 'gerwani', 'psi', 'dalangnya', 'menyerang', 'dpr', 'agenda', 'pemakzulan']",salsa gerwani psi dalangnya menyerang dpr agenda pemakzulan,salsa gerwani psi dalang serang dpr agenda makzul
"slam at ginting ini sy kagum dgn cara bahasa nya yg jelas,teratur, dan ter ukur. specialisation bidang tni👆👍👏…  calon panglima sy kagumi jenderal amanah/ humble yakin jenderal kunto 👍sementara agus itu geng jokowi",0,@thiaarnott88,"salam at ganteng ini saya kagum dengan cara bahasa nya yang jelas,teratur, dan ter ukur. specialisation bidang tni👆👍👏… calon panglima saya kagumi jenderal amanah/ humble yakin jenderal kunto 👍sementara agus itu geng jokowi",salam at ganteng ini saya kagum dengan cara bahasa nya yang jelas teratur dan ter ukur specialisation bidang tni calon panglima saya kagumi jenderal amanah humble yakin jenderal kunto sementara agus itu geng jokowi,"Salam, ganteng. Saya kagum dengan cara berbahasa Anda yang jelas, teratur, dan terukur. Spesialisasi bidang TNI calon panglima, saya kagumi Jenderal yang amanah, humble, dan yakin Jenderal Kunto. Sementara Agus itu geng Jokowi.","Salam, ganteng. Saya kagum dengan cara berbahasa Anda yang jelas, teratur, dan terukur. Spesialisasi bidang TNI calon panglima, saya kagumi Jenderal yang amanah, humble, dan yakin Jenderal Kunto. Sementara Agus itu geng Jokowi.","['Salam', ',', 'ganteng', '.', 'Saya', 'kagum', 'dengan', 'cara', 'berbahasa', 'Anda', 'yang', 'jelas', ',', 'teratur', ',', 'dan', 'terukur', '.', 'Spesialisasi', 'bidang', 'TNI', 'calon', 'panglima', ',', 'saya', 'kagumi', 'Jenderal', 'yang', 'amanah', ',', 'humble', ',', 'dan', 'yakin', 'Jenderal', 'Kunto', '.', 'Sementara', 'Agus', 'itu', 'geng', 'Jokowi', '.']","['Salam', ',', 'ganteng', '.', 'kagum', 'cara', 'berbahasa', 'jelas', ',', 'teratur', ',', 'terukur', '.', 'Spesialisasi', 'bidang', 'TNI', 'calon', 'panglima', ',', 'kagumi', 'Jenderal', 'amanah', ',', 'humble', ',', 'yakin', 'Jenderal', 'Kunto', '.', 'Agus', 'geng', 'Jokowi', '.']","Salam , ganteng . kagum cara berbahasa jelas , teratur , terukur . Spesialisasi bidang TNI calon panglima , kagumi Jenderal amanah , humble , yakin Jenderal Kunto . Agus geng Jokowi .",salam ganteng kagum cara bahasa jelas atur ukur spesialisasi bidang tni calon panglima kagum jenderal amanah humble yakin jenderal kunto agus geng jokowi
memilih pemimpin karena geng - gengan. bukan yang cerdas dan amanah. rusak.,1,@buindri-vz3rv,memilih pemimpin karena geng - gengan. bukan yang cerdas dan amanah. rusak.,memilih pemimpin karena geng gengan bukan yang cerdas dan amanah rusak,memilih pemimpin karena geng-gengan bukan yang cerdas dan amanah.,memilih pemimpin karena geng-gengan bukan yang cerdas dan amanah.,"['memilih', 'pemimpin', 'karena', 'geng-gengan', 'bukan', 'yang', 'cerdas', 'dan', 'amanah', '.']","['memilih', 'pemimpin', 'geng-gengan', 'bukan', 'cerdas', 'amanah', '.']",memilih pemimpin geng-gengan bukan cerdas amanah .,pilih pimpin geng bukan cerdas amanah
"kapan  ???
jokowi ditangkap & diadili  !
gibran di makzulkan !",1,@abrahamlukman.s3329,kapan ??? jokowi ditangkap & diadili ! gibran di makzulkan !,kapan jokowi ditangkap diadili gibran di makzulkan,kapan Jokowi ditangkap dan diadili Gibran serta dimakzulkan,kapan Jokowi ditangkap dan diadili Gibran serta dimakzulkan,"['kapan', 'Jokowi', 'ditangkap', 'dan', 'diadili', 'Gibran', 'serta', 'dimakzulkan']","['kapan', 'Jokowi', 'ditangkap', 'diadili', 'Gibran', 'dimakzulkan']",kapan Jokowi ditangkap diadili Gibran dimakzulkan,kapan jokowi tangkap adil gibran makzul
"begitu carut marut nya kondisi negri ini,peninggalan ijazah palsu..
segera adili jokowi biang kerusakan,makzulkan fufufafa dan tenggelamkan geng solo.",0,@rinisriindriani6046,"begitu carut marut nya kondisi negeri ini,peninggalan ijazah palsu.. segera adili jokowi biang kerusakan,makzulkan fufufafa dan tenggelamkan geng solo.",begitu carut marut nya kondisi negeri ini peninggalan ijazah palsu segera adili jokowi biang kerusakan makzulkan fufufafa dan tenggelamkan geng solo,begitu carut marutnya kondisi negeri ini peninggalan ijazah palsu segeraadili jokowi biang kerusakan makzulkan fufufafa dan tenggelamkan geng solo,begitu carut marutnya kondisi negeri ini peninggalan ijazah palsu segeraadili jokowi biang kerusakan makzulkan fufufafa dan tenggelamkan geng solo,"['begitu', 'carut', 'marutnya', 'kondisi', 'negeri', 'ini', 'peninggalan', 'ijazah', 'palsu', 'segeraadili', 'jokowi', 'biang', 'kerusakan', 'makzulkan', 'fufufafa', 'dan', 'tenggelamkan', 'geng', 'solo']","['carut', 'marutnya', 'kondisi', 'negeri', 'peninggalan', 'ijazah', 'palsu', 'segeraadili', 'jokowi', 'biang', 'kerusakan', 'makzulkan', 'fufufafa', 'tenggelamkan', 'geng', 'solo']",carut marutnya kondisi negeri peninggalan ijazah palsu segeraadili jokowi biang kerusakan makzulkan fufufafa tenggelamkan geng solo,carut marut kondisi negeri tinggal ijazah palsu segeraadili jokowi biang rusa makzul fufufafa tenggelam geng solo
"bajingan.... fitnah sana-sini, sok pinter malah memperkeruh suasana",1,@Robert-d4n9j,"bajingan.... fitnah sana-sini, sok pintar malah memperkeruh suasana",bajingan fitnah sana sini sok pintar malah memperkeruh suasana,bajingan fitnah sana sini sok pintar malah memperkeruh suasana,bajingan fitnah sana sini sok pintar malah memperkeruh suasana,"['bajingan', 'fitnah', 'sana', 'sini', 'sok', 'pintar', 'malah', 'memperkeruh', 'suasana']","['bajingan', 'fitnah', 'sana', 'sini', 'sok', 'pintar', 'malah', 'memperkeruh', 'suasana']",bajingan fitnah sana sini sok pintar malah memperkeruh suasana,bajing fitnah sana sini sok pintar malah keruh suasana
salsa ini termul muncul dia langsung nyerang parbowo and tni dia juga baru nongol sekarang 10th era jokowi kemana aja dia,1,@smsun1030,salsa ini termul muncul dia langsung menyerang parbowo and tni dia juga baru nongol sekarang 10 tahu era jokowi kemana saja dia,salsa ini termul muncul dia langsung menyerang parbowo and tni dia juga baru nongol sekarang tahu era jokowi kemana saja dia,"salsa ini termul muncul, dia langsung menyerang parbowo dan TNI, dia juga baru nongol sekarang, tahu era Jokowi kemana saja dia.","salsa ini termul muncul, dia langsung menyerang parbowo dan TNI, dia juga baru nongol sekarang, tahu era Jokowi kemana saja dia.","['salsa', 'ini', 'termul', 'muncul', ',', 'dia', 'langsung', 'menyerang', 'parbowo', 'dan', 'TNI', ',', 'dia', 'juga', 'baru', 'nongol', 'sekarang', ',', 'tahu', 'era', 'Jokowi', 'kemana', 'saja', 'dia', '.']","['salsa', 'termul', 'muncul', ',', 'langsung', 'menyerang', 'parbowo', 'TNI', ',', 'baru', 'nongol', 'sekarang', ',', 'tahu', 'era', 'Jokowi', '.']","salsa termul muncul , langsung menyerang parbowo TNI , baru nongol sekarang , tahu era Jokowi .",salsa termul muncul langsung serang parbowo tni baru nongol sekarang tahu era jokowi
"kuat mana mantan sipil,dengan mantan jendral?",0,@supartonoono8,"kuat mana mantan sipil,dengan mantan jendral?",kuat mana mantan sipil dengan mantan jendral,kuat mana mantan sipil dengan mantan jenderal,kuat mana mantan sipil dengan mantan jenderal,"['kuat', 'mana', 'mantan', 'sipil', 'dengan', 'mantan', 'jenderal']","['kuat', 'mana', 'mantan', 'sipil', 'mantan', 'jenderal']",kuat mana mantan sipil mantan jenderal,kuat mana mantan sipil mantan jenderal
geng riza khalid gmna?,0,@alirosidi-eu4cm,geng riza khalid gmna?,geng riza khalid gmna,geng riza khalid gmna,geng riza khalid gmna,"['geng', 'riza', 'khalid', 'gmna']","['geng', 'riza', 'khalid', 'gmna']",geng riza khalid gmna,geng riza khalid gmna
"bpk presiden kuat bersama rakyat , maka bpk presiden ri dengarkan suara rakyat",0,@PaharuddinDgTunru,"bpk presiden kuat bersama rakyat , maka bpk presiden ri dengarkan suara rakyat",bpk presiden kuat bersama rakyat maka bpk presiden ri dengarkan suara rakyat,"Bapak Presiden kuat bersama rakyat, maka Bapak Presiden RI dengarkan suara rakyat.","Bapak Presiden kuat bersama rakyat, maka Bapak Presiden RI dengarkan suara rakyat.","['Bapak', 'Presiden', 'kuat', 'bersama', 'rakyat', ',', 'maka', 'Bapak', 'Presiden', 'RI', 'dengarkan', 'suara', 'rakyat', '.']","['Bapak', 'Presiden', 'kuat', 'bersama', 'rakyat', ',', 'Bapak', 'Presiden', 'RI', 'dengarkan', 'suara', 'rakyat', '.']","Bapak Presiden kuat bersama rakyat , Bapak Presiden RI dengarkan suara rakyat .",bapak presiden kuat sama rakyat bapak presiden ri dengar suara rakyat
geng solo adalah dalang utama kkacauan dn krusuhan slma ini dn smpai detik ini. mmng mulyono mnusia trlaknat d muka bumi,1,@Alfiah-d3u,geng solo adalah dalang utama kkacauan dan krusuhan slma ini dan sampai detik ini. mmng mulyono mnusia trlaknat di muka bumi,geng solo adalah dalang utama kkacauan dan krusuhan slma ini dan sampai detik ini mmng mulyono mnusia trlaknat di muka bumi,Geng Solo adalah dalang utama kekacauan dan kerusuhan selama ini dan sampai detik ini memang Mulyono manusia terlaknat di muka bumi.,Geng Solo adalah dalang utama kekacauan dan kerusuhan selama ini dan sampai detik ini memang Mulyono manusia terlaknat di muka bumi.,"['Geng', 'Solo', 'adalah', 'dalang', 'utama', 'kekacauan', 'dan', 'kerusuhan', 'selama', 'ini', 'dan', 'sampai', 'detik', 'ini', 'memang', 'Mulyono', 'manusia', 'terlaknat', 'di', 'muka', 'bumi', '.']","['Geng', 'Solo', 'dalang', 'utama', 'kekacauan', 'kerusuhan', 'selama', 'detik', 'memang', 'Mulyono', 'manusia', 'terlaknat', 'muka', 'bumi', '.']",Geng Solo dalang utama kekacauan kerusuhan selama detik memang Mulyono manusia terlaknat muka bumi .,geng solo dalang utama kacau rusuh lama detik memang mulyono manusia laknat muka bumi
di pecat saja kapolri,1,@maridisokarno3464,di pecat saja kapolri,di pecat saja kapolri,dipecat saja kapolri,dipecat saja kapolri,"['dipecat', 'saja', 'kapolri']","['dipecat', 'kapolri']",dipecat kapolri,pecat kapolri
"kalo saat ini jokowi sudah menjadi mantan presiden, tapi diyakini jokowi masih berkuasa ?! jadi siapa yang salah ?! tentu bukan jokowi. mana mungkin orang, yang sudah tidak menjabat, diyakini masih berkuasa ?!",0,@mzsgj-tgs6953,"kalo saat ini jokowi sudah menjadi mantan presiden, tapi diyakini jokowi masih berkuasa ?! jadi siapa yang salah ?! tentu bukan jokowi. mana mungkin orang, yang sudah tidak menjabat, diyakini masih berkuasa ?!",kalo saat ini jokowi sudah menjadi mantan presiden tapi diyakini jokowi masih berkuasa jadi siapa yang salah tentu bukan jokowi mana mungkin orang yang sudah tidak menjabat diyakini masih berkuasa,"Kalau saat ini Jokowi sudah menjadi mantan presiden, tapi diyakini Jokowi masih berkuasa, jadi siapa yang salah? Tentu bukan Jokowi, mana mungkin orang yang sudah tidak menjabat diyakini masih berkuasa.","Kalau saat ini Jokowi sudah menjadi mantan presiden, tapi diyakini Jokowi masih berkuasa, jadi siapa yang salah? Tentu bukan Jokowi, mana mungkin orang yang sudah tidak menjabat diyakini masih berkuasa.","['Kalau', 'saat', 'ini', 'Jokowi', 'sudah', 'menjadi', 'mantan', 'presiden', ',', 'tapi', 'diyakini', 'Jokowi', 'masih', 'berkuasa', ',', 'jadi', 'siapa', 'yang', 'salah', '?', 'Tentu', 'bukan', 'Jokowi', ',', 'mana', 'mungkin', 'orang', 'yang', 'sudah', 'tidak', 'menjabat', 'diyakini', 'masih', 'berkuasa', '.']","['Kalau', 'Jokowi', 'menjadi', 'mantan', 'presiden', ',', 'diyakini', 'Jokowi', 'berkuasa', ',', 'jadi', 'siapa', 'salah', '?', 'bukan', 'Jokowi', ',', 'mana', 'mungkin', 'orang', 'menjabat', 'diyakini', 'berkuasa', '.']","Kalau Jokowi menjadi mantan presiden , diyakini Jokowi berkuasa , jadi siapa salah ? bukan Jokowi , mana mungkin orang menjabat diyakini berkuasa .",kalau jokowi jadi mantan presiden yakin jokowi kuasa jadi siapa salah bukan jokowi mana mungkin orang jabat yakin kuasa
"setidaknya kita sudah mengingatkan bapak presiden bahwa api itu panas, akan tetapi jika beliau tetap keukeuh masih penasaran untuk menyentuh api, kita tidak dapat melakukan apa-apa.",0,@dickrakartawiria124,"setidaknya kita sudah mengingatkan bapak presiden bahwa api itu panas, akan tetapi jika beliau tetap keukeuh masih penasaran untuk menyentuh api, kita tidak dapat melakukan apa-apa.",setidaknya kita sudah mengingatkan bapak presiden bahwa api itu panas akan tetapi jika beliau tetap keukeuh masih penasaran untuk menyentuh api kita tidak dapat melakukan apa apa,setidaknya kita sudah mengingatkan bapak presiden bahwa api itu panas akan tetapi jika beliau tetap keukeuh masih penasaran untuk menyentuh api kita tidak dapat melakukan apa-apa,setidaknya kita sudah mengingatkan bapak presiden bahwa api itu panas akan tetapi jika beliau tetap keukeuh masih penasaran untuk menyentuh api kita tidak dapat melakukan apa-apa,"['setidaknya', 'kita', 'sudah', 'mengingatkan', 'bapak', 'presiden', 'bahwa', 'api', 'itu', 'panas', 'akan', 'tetapi', 'jika', 'beliau', 'tetap', 'keukeuh', 'masih', 'penasaran', 'untuk', 'menyentuh', 'api', 'kita', 'tidak', 'dapat', 'melakukan', 'apa-apa']","['mengingatkan', 'bapak', 'presiden', 'api', 'panas', 'beliau', 'tetap', 'keukeuh', 'penasaran', 'menyentuh', 'api', 'melakukan', 'apa-apa']",mengingatkan bapak presiden api panas beliau tetap keukeuh penasaran menyentuh api melakukan apa-apa,ingat bapak presiden api panas beliau tetap keukeuh penasaran sentuh api laku apa
selama geng solo  dan kroni masih cawe2 jangan berharap indonesia akan baik2 aja,1,@DodoMerdeka,selama geng solo dan kroni masih cawe2 jangan berharap indonesia akan baik-baik saja,selama geng solo dan kroni masih cawe jangan berharap indonesia akan baik baik saja,"selama geng solo dan kroni masih cawe, jangan berharap Indonesia akan baik-baik saja","selama geng solo dan kroni masih cawe, jangan berharap Indonesia akan baik-baik saja","['selama', 'geng', 'solo', 'dan', 'kroni', 'masih', 'cawe', ',', 'jangan', 'berharap', 'Indonesia', 'akan', 'baik-baik', 'saja']","['selama', 'geng', 'solo', 'kroni', 'cawe', ',', 'jangan', 'berharap', 'Indonesia', 'baik-baik']","selama geng solo kroni cawe , jangan berharap Indonesia baik-baik",lama geng solo kroni cawe jangan harap indonesia baik
"intinya manusia sejak dahulu kala sampai kiamat nanti selalu 3 perkara yg ada menyelimuti harta, kekuasaan dan wanita/cinta dunia",0,@YohanesSalatnaya,"intinya manusia sejak dahulu kala sampai kiamat nanti selalu 3 perkara yang ada menyelimuti harta, kekuasaan dan wanita/cinta dunia",intinya manusia sejak dahulu kala sampai kiamat nanti selalu perkara yang ada menyelimuti harta kekuasaan dan wanita cinta dunia,"Intinya, manusia sejak dahulu kala sampai kiamat nanti selalu terlibat dalam perkara yang menyelimuti harta, kekuasaan, dan cinta kepada wanita serta dunia.","Intinya, manusia sejak dahulu kala sampai kiamat nanti selalu terlibat dalam perkara yang menyelimuti harta, kekuasaan, dan cinta kepada wanita serta dunia.","['Intinya', ',', 'manusia', 'sejak', 'dahulu', 'kala', 'sampai', 'kiamat', 'nanti', 'selalu', 'terlibat', 'dalam', 'perkara', 'yang', 'menyelimuti', 'harta', ',', 'kekuasaan', ',', 'dan', 'cinta', 'kepada', 'wanita', 'serta', 'dunia', '.']","['Intinya', ',', 'manusia', 'sejak', 'kala', 'kiamat', 'selalu', 'terlibat', 'perkara', 'menyelimuti', 'harta', ',', 'kekuasaan', ',', 'cinta', 'wanita', 'dunia', '.']","Intinya , manusia sejak kala kiamat selalu terlibat perkara menyelimuti harta , kekuasaan , cinta wanita dunia .",inti manusia sejak kala kiamat selalu libat perkara limut harta kuasa cinta wanita dunia
simak dulu bocor alus biar lebih meyakinkan.,0,@msakti1205,simak dulu bocor alus biar lebih meyakinkan.,simak dulu bocor alus biar lebih meyakinkan,simak dulu bocor alus biar lebih meyakinkan,simak dulu bocor alus biar lebih meyakinkan,"['simak', 'dulu', 'bocor', 'alus', 'biar', 'lebih', 'meyakinkan']","['simak', 'dulu', 'bocor', 'alus', 'biar', 'lebih', 'meyakinkan']",simak dulu bocor alus biar lebih meyakinkan,simak dulu bocor alus biar lebih yakin
ga habis pikir & miris ‼️ kenapa prabowo begitu lemot bertindak untuk membersihkan kabinet nya dari antek2 gerombolan ijasah palsu pki ⁉️🤔🤔🤔,1,@mukhsinj5117,enggak habis pikir & miris ‼️ kenapa prabowo begitu lemot bertindak untuk membersihkan kabinet nya dari antek2 gerombolan ijasah palsu pki ⁉️🤔🤔🤔,enggak habis pikir miris kenapa prabowo begitu lemot bertindak untuk membersihkan kabinet nya dari antek gerombolan ijasah palsu pki,"Tidak habis pikir, miris melihat kenapa Prabowo begitu lambat bertindak untuk membersihkan kabinetnya dari antek gerombolan ijazah palsu PKI.","Tidak habis pikir, miris melihat kenapa Prabowo begitu lambat bertindak untuk membersihkan kabinetnya dari antek gerombolan ijazah palsu PKI.","['Tidak', 'habis', 'pikir', ',', 'miris', 'melihat', 'kenapa', 'Prabowo', 'begitu', 'lambat', 'bertindak', 'untuk', 'membersihkan', 'kabinetnya', 'dari', 'antek', 'gerombolan', 'ijazah', 'palsu', 'PKI', '.']","['habis', 'pikir', ',', 'miris', 'melihat', 'Prabowo', 'lambat', 'bertindak', 'membersihkan', 'kabinetnya', 'antek', 'gerombolan', 'ijazah', 'palsu', 'PKI', '.']","habis pikir , miris melihat Prabowo lambat bertindak membersihkan kabinetnya antek gerombolan ijazah palsu PKI .",habis pikir miris lihat prabowo lambat tindak bersih kabinet antek gerombol ijazah palsu pki
